"MAdisID","LEAIDtarget","target","targetrow","nmatch","numSchoolstarget","GSLOtarget","GSHItarget","MAdisIDmatch","LEAID","matchdis","OPERATIONAL_SCHOOLS","GSLO","GSHI"
"04160000","2500080","Boston Preparatory Charter Public (District)",0,11,"1","6","12","04120000","2500021","Academy Of the Pacific Rim Charter Public (District)","1","5","12"
"04160000","2500080","Boston Preparatory Charter Public (District)",0,11,"1","6","12","35090000","2500552","Argosy Collegiate Charter School (District)","1","6","12"
"04160000","2500080","Boston Preparatory Charter Public (District)",0,11,"1","6","12","35020000","2500550","Baystate Academy Charter Public School (District)","1","6","12"
"04160000","2500080","Boston Preparatory Charter Public (District)",0,11,"1","6","12","04110000","2500526","Boston Green Academy Horace Mann Charter School (District)","1","6","12"
"04160000","2500080","Boston Preparatory Charter Public (District)",0,11,"1","6","12","04380000","2500070","Codman Academy Charter Public (District)","1","PK","12"
"04160000","2500080","Boston Preparatory Charter Public (District)",0,11,"1","6","12","04100000","2500075","Excel Academy Charter (District)","1","5","12"
"04160000","2500080","Boston Preparatory Charter Public (District)",0,11,"1","6","12","04960000","2500519","Global Learning Charter Public (District)","1","5","12"
"04160000","2500080","Boston Preparatory Charter Public (District)",0,11,"1","6","12","39010000","2500551","Greenfield Commonwealth Virtual District","1","KG","12"
"04160000","2500080","Boston Preparatory Charter Public (District)",0,11,"1","6","12","04690000","2500066","MATCH Charter Public School (District)","1","PK","12"
"04160000","2500080","Boston Preparatory Charter Public (District)",0,11,"1","6","12","04440000","2500029","Neighborhood House Charter (District)","1","PK","12"
"04810000","2500039","Boston Renaissance Charter Public (District)",1,11,"1","PK","6","04810000","2500039","Boston Renaissance Charter Public (District)","1","PK","6"
"04810000","2500039","Boston Renaissance Charter Public (District)",0,11,"1","PK","6","04200000","2500022","Benjamin Banneker Charter Public (District)","1","PK","6"
"04810000","2500039","Boston Renaissance Charter Public (District)",0,11,"1","PK","6","00450000","2503120","Brookfield","1","PK","6"
"04810000","2500039","Boston Renaissance Charter Public (District)",0,11,"1","PK","6","04070000","2500543","Dudley Street Neighborhood Charter School (District)","1","PK","5"
"04810000","2500039","Boston Renaissance Charter Public (District)",0,11,"1","PK","6","00850000","2504530","Eastham","1","PK","5"
"04810000","2500039","Boston Renaissance Charter Public (District)",0,11,"1","PK","6","06850000","2506000","Hawlemont","1","PK","6"
"04810000","2500039","Boston Renaissance Charter Public (District)",0,11,"1","PK","6","04920000","2500089","Martin Luther King Jr. Charter School of Excellence (District)","1","KG","5"
"04810000","2500039","Boston Renaissance Charter Public (District)",0,11,"1","PK","6","02240000","2509210","Orleans","1","KG","5"
"04810000","2500039","Boston Renaissance Charter Public (District)",0,11,"1","PK","6","35100000","2500557","Springfield Preparatory Charter School (District)","1","KG","7"
"04810000","2500039","Boston Renaissance Charter Public (District)",0,11,"1","PK","6","02870000","2511310","Sturbridge","1","PK","6"
"04810000","2500039","Boston Renaissance Charter Public (District)",0,11,"1","PK","6","02890000","2511370","Sunderland","1","PK","6"
"00360000","2502820","Bourne",1,11,"4","PK","12","00360000","2502820","Bourne","4","PK","12"
"00360000","2502820","Bourne",0,11,"4","PK","12","06220000","2502715","Blackstone-Millville","5","PK","12"
"00360000","2502820","Bourne",0,11,"4","PK","12","00520000","2503360","Carver","2","PK","12"
"00360000","2502820","Bourne",0,11,"4","PK","12","00940000","2504800","Fairhaven","4","PK","12"
"00360000","2502820","Bourne",0,11,"4","PK","12","01510000","2506720","Leicester","4","PK","12"
"00360000","2502820","Bourne",0,11,"4","PK","12","07200000","2508280","Narragansett","3","PK","12"
"00360000","2502820","Bourne",0,11,"4","PK","12","02140000","2508940","Northbridge","3","PK","12"
"00360000","2502820","Bourne",0,11,"4","PK","12","07530000","2500001","Quabbin","7","PK","12"
"00360000","2502820","Bourne",0,11,"4","PK","12","07730000","2511740","Triton","5","PK","12"
"00360000","2502820","Bourne",0,11,"4","PK","12","03040000","2511850","Uxbridge","4","PK","12"
"00360000","2502820","Bourne",0,11,"4","PK","12","03310000","2512780","Westport","3","PK","12"
"00380000","2502880","Boxford",1,11,"2","PK","6","00380000","2502880","Boxford","2","PK","6"
"00380000","2502880","Boxford",0,11,"2","PK","6","00080000","2501890","Amherst","3","PK","6"
"00380000","2502880","Boxford",0,11,"2","PK","6","00410000","2502970","Brewster","2","PK","5"
"00380000","2502880","Boxford",0,11,"2","PK","6","01450000","2506540","Kingston","2","KG","6"
"00380000","2502880","Boxford",0,11,"2","PK","6","01730000","2507470","Mattapoisett","2","PK","6"
"00380000","2502880","Boxford",0,11,"2","PK","6","01840000","2507830","Middleton","2","PK","6"
"00380000","2502880","Boxford",0,11,"2","PK","6","02080000","2508640","Norfolk","2","PK","6"
"00380000","2502880","Boxford",0,11,"2","PK","6","02230000","2509180","Orange","2","PK","6"
"00380000","2502880","Boxford",0,11,"2","PK","6","02380000","2509690","Plainville","2","PK","6"
"00380000","2502880","Boxford",0,11,"2","PK","6","02980000","2511670","Topsfield","2","PK","6"
"00380000","2502880","Boxford",0,11,"2","PK","6","03500000","2513290","Wrentham","2","PK","6"
"00400000","2502940","Braintree",1,11,"10","PK","12","00400000","2502940","Braintree","10","PK","12"
"00400000","2502940","Braintree",0,11,"10","PK","12","00300000","2502640","Beverly","8","PK","12"
"00400000","2502940","Braintree",0,11,"10","PK","12","00310000","2502670","Billerica","8","PK","12"
"00400000","2502940","Braintree",0,11,"10","PK","12","06250000","2503030","Bridgewater-Raynham","8","PK","12"
"00400000","2502940","Braintree",0,11,"10","PK","12","00490000","2503270","Cambridge","17","PK","12"
"00400000","2502940","Braintree",0,11,"10","PK","12","00730000","2504050","Dedham","7","PK","12"
"00400000","2502940","Braintree",0,11,"10","PK","12","02120000","2508730","North Attleborough","8","PK","12"
"00400000","2502940","Braintree",0,11,"10","PK","12","02100000","2508850","Northampton","6","PK","12"
"00400000","2502940","Braintree",0,11,"10","PK","12","02390000","2509720","Plymouth","13","PK","12"
"00400000","2502940","Braintree",0,11,"10","PK","12","02840000","2511220","Stoneham","5","PK","12"
"00400000","2502940","Braintree",0,11,"10","PK","12","03360000","2512840","Weymouth","11","PK","12"
"00410000","2502970","Brewster",1,11,"2","PK","5","00410000","2502970","Brewster","2","PK","5"
"00410000","2502970","Brewster",0,11,"2","PK","5","00080000","2501890","Amherst","3","PK","6"
"00410000","2502970","Brewster",0,11,"2","PK","5","00380000","2502880","Boxford","2","PK","6"
"00410000","2502970","Brewster",0,11,"2","PK","5","01450000","2506540","Kingston","2","KG","6"
"00410000","2502970","Brewster",0,11,"2","PK","5","01730000","2507470","Mattapoisett","2","PK","6"
"00410000","2502970","Brewster",0,11,"2","PK","5","01840000","2507830","Middleton","2","PK","6"
"00410000","2502970","Brewster",0,11,"2","PK","5","02080000","2508640","Norfolk","2","PK","6"
"00410000","2502970","Brewster",0,11,"2","PK","5","02230000","2509180","Orange","2","PK","6"
"00410000","2502970","Brewster",0,11,"2","PK","5","02380000","2509690","Plainville","2","PK","6"
"00410000","2502970","Brewster",0,11,"2","PK","5","02980000","2511670","Topsfield","2","PK","6"
"00410000","2502970","Brewster",0,11,"2","PK","5","03500000","2513290","Wrentham","2","PK","6"
"04170000","2500527","Bridge Boston Charter School (District)",1,11,"1","PK","8","04170000","2500527","Bridge Boston Charter School (District)","1","PK","8"
"04170000","2500527","Bridge Boston Charter School (District)",0,11,"1","PK","8","04090000","2500525","Alma del Mar Charter School (District)","1","KG","8"
"04170000","2500527","Bridge Boston Charter School (District)",0,11,"1","PK","8","04260000","2500538","Community Day Charter Public School - Gateway (District)","1","PK","8"
"04170000","2500527","Bridge Boston Charter School (District)",0,11,"1","PK","8","04400000","2500027","Community Day Charter Public School - Prospect (District)","1","PK","8"
"04170000","2500527","Bridge Boston Charter School (District)",0,11,"1","PK","8","00890000","2509090","Edgartown","1","PK","8"
"04170000","2500527","Bridge Boston Charter School (District)",0,11,"1","PK","8","04530000","2500087","Holyoke Community Charter (District)","1","KG","8"
"04170000","2500527","Bridge Boston Charter School (District)",0,11,"1","PK","8","04630000","2500537","KIPP Academy Boston Charter School (District)","1","KG","8"
"04170000","2500527","Bridge Boston Charter School (District)",0,11,"1","PK","8","04860000","2500045","Learning First Charter Public School (District)","1","KG","8"
"04170000","2500527","Bridge Boston Charter School (District)",0,11,"1","PK","8","02210000","2504650","Oak Bluffs","1","PK","8"
"04170000","2500527","Bridge Boston Charter School (District)",0,11,"1","PK","8","02420000","2509840","Provincetown","1","PK","8"
"04170000","2500527","Bridge Boston Charter School (District)",0,11,"1","PK","8","02960000","2512570","Tisbury","1","PK","8"
"06250000","2503030","Bridgewater-Raynham",1,11,"8","PK","12","06250000","2503030","Bridgewater-Raynham","8","PK","12"
"06250000","2503030","Bridgewater-Raynham",0,11,"8","PK","12","00560000","2503510","Chelmsford","8","PK","12"
"06250000","2503030","Bridgewater-Raynham",0,11,"8","PK","12","06580000","2504360","Dudley-Charlton Reg","7","PK","12"
"06250000","2503030","Bridgewater-Raynham",0,11,"8","PK","12","06800000","2505730","Hampden-Wilbraham","6","PK","12"
"06250000","2503030","Bridgewater-Raynham",0,11,"8","PK","12","01670000","2507230","Mansfield","5","PK","12"
"06250000","2503030","Bridgewater-Raynham",0,11,"8","PK","12","01890000","2507980","Milton","6","PK","12"
"06250000","2503030","Bridgewater-Raynham",0,11,"8","PK","12","01980000","2508340","Natick","8","PK","12"
"06250000","2503030","Bridgewater-Raynham",0,11,"8","PK","12","02110000","2508700","North Andover","8","PK","12"
"06250000","2503030","Bridgewater-Raynham",0,11,"8","PK","12","02120000","2508730","North Attleborough","8","PK","12"
"06250000","2503030","Bridgewater-Raynham",0,11,"8","PK","12","02710000","2510770","Shrewsbury","9","PK","12"
"06250000","2503030","Bridgewater-Raynham",0,11,"8","PK","12","07800000","2512930","Whitman-Hanson","7","PK","12"
"00430000","2503060","Brimfield",1,11,"1","PK","6","00430000","2503060","Brimfield","1","PK","6"
"00430000","2503060","Brimfield",0,11,"1","PK","6","00450000","2503120","Brookfield","1","PK","6"
"00430000","2503060","Brimfield",0,11,"1","PK","6","00680000","2503900","Conway","1","PK","6"
"00430000","2503060","Brimfield",0,11,"1","PK","6","01180000","2505610","Halifax","1","KG","6"
"00430000","2503060","Brimfield",0,11,"1","PK","6","01690000","2507290","Marion","1","PK","6"
"00430000","2503060","Brimfield",0,11,"1","PK","6","07280000","2508530","New Salem-Wendell","1","PK","6"
"00430000","2503060","Brimfield",0,11,"1","PK","6","02400000","2509780","Plympton","1","KG","6"
"00430000","2503060","Brimfield",0,11,"1","PK","6","03000000","2511730","Truro","1","PK","6"
"00430000","2503060","Brimfield",0,11,"1","PK","6","03180000","2512300","Wellfleet","1","KG","5"
"00430000","2503060","Brimfield",0,11,"1","PK","6","03370000","2512870","Whately","1","PK","6"
"00430000","2503060","Brimfield",0,11,"1","PK","6","03400000","2512990","Williamsburg","1","PK","6"
"08100000","2503080","Bristol-Plymouth Regional Vocational Technical",1,11,"1","9","12","08100000","2503080","Bristol-Plymouth Regional Vocational Technical","1","9","12"
"08100000","2503080","Bristol-Plymouth Regional Vocational Technical",0,11,"1","9","12","08060000","2502740","Blue Hills Regional Vocational Technical","1","9","12"
"08100000","2503080","Bristol-Plymouth Regional Vocational Technical",0,11,"1","9","12","09100000","2503070","Bristol County Agricultural","1","9","12"
"08100000","2503080","Bristol-Plymouth Regional Vocational Technical",0,11,"1","9","12","08170000","2500554","Essex North Shore Agricultural and Technical School District","1","9","12"
"08100000","2503080","Bristol-Plymouth Regional Vocational Technical",0,11,"1","9","12","08210000","2505485","Greater Fall River Regional Vocational Technical","1","9","12"
"08100000","2503080","Bristol-Plymouth Regional Vocational Technical",0,11,"1","9","12","08320000","2508050","Montachusett Regional Vocational Technical","1","9","12"
"08100000","2503080","Bristol-Plymouth Regional Vocational Technical",0,11,"1","9","12","08520000","2508320","Nashoba Valley Regional Vocational Technical","1","9","12"
"08100000","2503080","Bristol-Plymouth Regional Vocational Technical",0,11,"1","9","12","08510000","2508950","Northern Berkshire Regional Vocational Technical","1","9","12"
"08100000","2503080","Bristol-Plymouth Regional Vocational Technical",0,11,"1","9","12","08760000","2511050","Southern Worcester County Regional Vocational Technical","1","9","12"
"08100000","2503080","Bristol-Plymouth Regional Vocational Technical",0,11,"1","9","12","08790000","2511800","Upper Cape Cod Regional Vocational Technical","1","9","12"
"08100000","2503080","Bristol-Plymouth Regional Vocational Technical",0,11,"1","9","12","08850000","2512950","Whittier Regional Vocational Technical","1","9","12"
"09100000","2503070","Bristol County Agricultural",1,11,"1","9","12","09100000","2503070","Bristol County Agricultural","1","9","12"
"09100000","2503070","Bristol County Agricultural",0,11,"1","9","12","08050000","2502710","Blackstone Valley Regional Vocational Technical","1","9","12"
"09100000","2503070","Bristol County Agricultural",0,11,"1","9","12","08100000","2503080","Bristol-Plymouth Regional Vocational Technical","1","9","12"
"09100000","2503070","Bristol County Agricultural",0,11,"1","9","12","08170000","2500554","Essex North Shore Agricultural and Technical School District","1","9","12"
"09100000","2503070","Bristol County Agricultural",0,11,"1","9","12","08320000","2508050","Montachusett Regional Vocational Technical","1","9","12"
"09100000","2503070","Bristol County Agricultural",0,11,"1","9","12","08520000","2508320","Nashoba Valley Regional Vocational Technical","1","9","12"
"09100000","2503070","Bristol County Agricultural",0,11,"1","9","12","08510000","2508950","Northern Berkshire Regional Vocational Technical","1","9","12"
"09100000","2503070","Bristol County Agricultural",0,11,"1","9","12","08550000","2509140","Old Colony Regional Vocational Technical","1","9","12"
"09100000","2503070","Bristol County Agricultural",0,11,"1","9","12","08730000","2510930","South Shore Regional Vocational Technical","1","9","12"
"09100000","2503070","Bristol County Agricultural",0,11,"1","9","12","08760000","2511050","Southern Worcester County Regional Vocational Technical","1","9","12"
"09100000","2503070","Bristol County Agricultural",0,11,"1","9","12","08790000","2511800","Upper Cape Cod Regional Vocational Technical","1","9","12"
"00440000","2503090","Brockton",1,11,"24","PK","12","00440000","2503090","Brockton","24","PK","12"
"00440000","2503090","Brockton",0,11,"24","PK","12","00350000","2502790","Boston","113","PK","12"
"00440000","2503090","Brockton",0,11,"24","PK","12","00570000","2503540","Chelsea","11","PK","12"
"00440000","2503090","Brockton",0,11,"24","PK","12","00930000","2504770","Everett","10","PK","12"
"00440000","2503090","Brockton",0,11,"24","PK","12","01490000","2506660","Lawrence","26","PK","12"
"00440000","2503090","Brockton",0,11,"24","PK","12","01600000","2507020","Lowell","27","PK","12"
"00440000","2503090","Brockton",0,11,"24","PK","12","01630000","2507110","Lynn","25","PK","12"
"00440000","2503090","Brockton",0,11,"24","PK","12","01650000","2507170","Malden","7","PK","12"
"00440000","2503090","Brockton",0,11,"24","PK","12","01700000","2507320","Marlborough","7","PK","12"
"00440000","2503090","Brockton",0,11,"24","PK","12","02480000","2510050","Revere","11","PK","12"
"00440000","2503090","Brockton",0,11,"24","PK","12","03480000","2513230","Worcester","46","PK","12"
"04280000","2500071","Brooke Charter School (District)",1,10,"1","KG","12","04280000","2500071","Brooke Charter School (District)","1","KG","12"
"04280000","2500071","Brooke Charter School (District)",0,10,"1","KG","12","04450000","2500051","Abby Kelley Foster Charter Public (District)","1","KG","12"
"04280000","2500071","Brooke Charter School (District)",0,10,"1","KG","12","04910000","2500041","Atlantis Charter (District)","1","KG","12"
"04280000","2500071","Brooke Charter School (District)",0,10,"1","KG","12","35030000","2500545","Collegiate Charter School of Lowell (District)","1","KG","11"
"04280000","2500071","Brooke Charter School (District)",0,10,"1","KG","12","04460000","2500052","Foxborough Regional Charter (District)","1","KG","12"
"04280000","2500071","Brooke Charter School (District)",0,10,"1","KG","12","04960000","2500519","Global Learning Charter Public (District)","1","5","12"
"04280000","2500071","Brooke Charter School (District)",0,10,"1","KG","12","04290000","2500082","KIPP Academy Lynn Charter (District)","1","KG","12"
"04280000","2500071","Brooke Charter School (District)",0,10,"1","KG","12","35130000","2500559","New Heights Charter School of Brockton (District)","1","6","12"
"04280000","2500071","Brooke Charter School (District)",0,10,"1","KG","12","04870000","2500046","Prospect Hill Academy Charter (District)","1","PK","12"
"04280000","2500071","Brooke Charter School (District)",0,10,"1","KG","12","04840000","2500063","Roxbury Preparatory Charter (District)","1","5","12"
"00450000","2503120","Brookfield",1,11,"1","PK","6","00450000","2503120","Brookfield","1","PK","6"
"00450000","2503120","Brookfield",0,11,"1","PK","6","00430000","2503060","Brimfield","1","PK","6"
"00450000","2503120","Brookfield",0,11,"1","PK","6","00680000","2503900","Conway","1","PK","6"
"00450000","2503120","Brookfield",0,11,"1","PK","6","01350000","2506210","Holland","1","PK","6"
"00450000","2503120","Brookfield",0,11,"1","PK","6","01540000","2506810","Leverett","1","PK","6"
"00450000","2503120","Brookfield",0,11,"1","PK","6","07280000","2508530","New Salem-Wendell","1","PK","6"
"00450000","2503120","Brookfield",0,11,"1","PK","6","02720000","2510800","Shutesbury","1","PK","6"
"00450000","2503120","Brookfield",0,11,"1","PK","6","03000000","2511730","Truro","1","PK","6"
"00450000","2503120","Brookfield",0,11,"1","PK","6","03180000","2512300","Wellfleet","1","KG","5"
"00450000","2503120","Brookfield",0,11,"1","PK","6","03370000","2512870","Whately","1","PK","6"
"00450000","2503120","Brookfield",0,11,"1","PK","6","03400000","2512990","Williamsburg","1","PK","6"
"00460000","2503150","Brookline",1,11,"13","PK","12","00460000","2503150","Brookline","13","PK","12"
"00460000","2503150","Brookline",0,11,"13","PK","12","06000000","2501710","Acton-Boxborough","9","PK","12"
"00460000","2503150","Brookline",0,11,"13","PK","12","00100000","2501980","Arlington","11","PK","12"
"00460000","2503150","Brookline",0,11,"13","PK","12","00230000","2502400","Bedford","4","PK","12"
"00460000","2503150","Brookline",0,11,"13","PK","12","00260000","2502490","Belmont","6","PK","12"
"00460000","2503150","Brookline",0,11,"13","PK","12","00560000","2503510","Chelmsford","8","PK","12"
"00460000","2503150","Brookline",0,11,"13","PK","12","01550000","2506840","Lexington","10","PK","12"
"00460000","2503150","Brookline",0,11,"13","PK","12","01780000","2507620","Melrose","8","PK","12"
"00460000","2503150","Brookline",0,11,"13","PK","12","01980000","2508340","Natick","8","PK","12"
"00460000","2503150","Brookline",0,11,"13","PK","12","02070000","2508610","Newton","22","PK","12"
"00460000","2503150","Brookline",0,11,"13","PK","12","03210000","2512600","Westborough","6","PK","12"
"00480000","2503240","Burlington",1,11,"6","PK","12","00480000","2503240","Burlington","6","PK","12"
"00480000","2503240","Burlington",0,11,"6","PK","12","00140000","2502100","Ashland","5","PK","12"
"00480000","2503240","Burlington",0,11,"6","PK","12","00500000","2503300","Canton","6","PK","12"
"00480000","2503240","Burlington",0,11,"6","PK","12","00560000","2503510","Chelmsford","8","PK","12"
"00480000","2503240","Burlington",0,11,"6","PK","12","01670000","2507230","Mansfield","5","PK","12"
"00480000","2503240","Burlington",0,11,"6","PK","12","01780000","2507620","Melrose","8","PK","12"
"00480000","2503240","Burlington",0,11,"6","PK","12","02660000","2510620","Sharon","6","PK","12"
"00480000","2503240","Burlington",0,11,"6","PK","12","02710000","2510770","Shrewsbury","9","PK","12"
"00480000","2503240","Burlington",0,11,"6","PK","12","03050000","2511910","Wakefield","7","PK","12"
"00480000","2503240","Burlington",0,11,"6","PK","12","03070000","2511970","Walpole","8","PK","12"
"00480000","2503240","Burlington",0,11,"6","PK","12","03210000","2512600","Westborough","6","PK","12"
"00490000","2503270","Cambridge",1,11,"17","PK","12","00490000","2503270","Cambridge","17","PK","12"
"00490000","2503270","Cambridge",0,11,"17","PK","12","00160000","2502190","Attleboro","12","PK","12"
"00490000","2503270","Cambridge",0,11,"17","PK","12","00300000","2502640","Beverly","8","PK","12"
"00490000","2503270","Cambridge",0,11,"17","PK","12","00400000","2502940","Braintree","10","PK","12"
"00490000","2503270","Cambridge",0,11,"17","PK","12","01530000","2506780","Leominster","12","PK","12"
"00490000","2503270","Cambridge",0,11,"17","PK","12","01760000","2507560","Medford","8","PK","12"
"00490000","2503270","Cambridge",0,11,"17","PK","12","02200000","2509060","Norwood","8","PK","12"
"00490000","2503270","Cambridge",0,11,"17","PK","12","02290000","2509360","Peabody","11","PK","12"
"00490000","2503270","Cambridge",0,11,"17","PK","12","02390000","2509720","Plymouth","13","PK","12"
"00490000","2503270","Cambridge",0,11,"17","PK","12","03250000","2512630","Westfield","12","PK","12"
"00490000","2503270","Cambridge",0,11,"17","PK","12","03360000","2512840","Weymouth","11","PK","12"
"00500000","2503300","Canton",1,11,"6","PK","12","00500000","2503300","Canton","6","PK","12"
"00500000","2503300","Canton",0,11,"6","PK","12","00170000","2502220","Auburn","5","PK","12"
"00500000","2503300","Canton",0,11,"6","PK","12","00480000","2503240","Burlington","6","PK","12"
"00500000","2503300","Canton",0,11,"6","PK","12","06800000","2505730","Hampden-Wilbraham","6","PK","12"
"00500000","2503300","Canton",0,11,"6","PK","12","01670000","2507230","Mansfield","5","PK","12"
"00500000","2503300","Canton",0,11,"6","PK","12","01890000","2507980","Milton","6","PK","12"
"00500000","2503300","Canton",0,11,"6","PK","12","02310000","2509420","Pembroke","5","PK","12"
"00500000","2503300","Canton",0,11,"6","PK","12","02660000","2510620","Sharon","6","PK","12"
"00500000","2503300","Canton",0,11,"6","PK","12","02950000","2511580","Tewksbury","7","PK","12"
"00500000","2503300","Canton",0,11,"6","PK","12","03050000","2511910","Wakefield","7","PK","12"
"00500000","2503300","Canton",0,11,"6","PK","12","03070000","2511970","Walpole","8","PK","12"
"04320000","2500024","Cape Cod Lighthouse Charter (District)",1,6,"1","6","8","04320000","2500024","Cape Cod Lighthouse Charter (District)","1","6","8"
"04320000","2500024","Cape Cod Lighthouse Charter (District)",0,6,"1","6","8","04180000","2500068","Christa McAuliffe Charter Public (District)","1","6","8"
"04320000","2500024","Cape Cod Lighthouse Charter (District)",0,6,"1","6","8","04190000","2500077","Helen Y. Davis Leadership Academy Charter Public (District)","1","6","8"
"04320000","2500024","Cape Cod Lighthouse Charter (District)",0,6,"1","6","8","35140000","2500586","Libertas Academy Charter School (District)","1","6","9"
"04320000","2500024","Cape Cod Lighthouse Charter (District)",0,6,"1","6","8","04800000","2500533","UP Academy Charter School of Boston (District)","1","6","8"
"04320000","2500024","Cape Cod Lighthouse Charter (District)",0,6,"1","6","8","04980000","2500536","Veritas Preparatory Charter School (District)","1","5","8"
"08150000","2503310","Cape Cod Regional Vocational Technical",1,11,"1","9","12","08150000","2503310","Cape Cod Regional Vocational Technical","1","9","12"
"08150000","2503310","Cape Cod Regional Vocational Technical",0,11,"1","9","12","08010000","2502110","Assabet Valley Regional Vocational Technical","1","9","12"
"08150000","2503310","Cape Cod Regional Vocational Technical",0,11,"1","9","12","08060000","2502740","Blue Hills Regional Vocational Technical","1","9","12"
"08150000","2503310","Cape Cod Regional Vocational Technical",0,11,"1","9","12","08180000","2505020","Franklin County Regional Vocational Technical","1","9","12"
"08150000","2503310","Cape Cod Regional Vocational Technical",0,11,"1","9","12","04060000","2508860","Northampton-Smith Vocational Agricultural","1","9","12"
"08150000","2503310","Cape Cod Regional Vocational Technical",0,11,"1","9","12","08530000","2508960","Northeast Metropolitan Regional Vocational Technical","1","9","12"
"08150000","2503310","Cape Cod Regional Vocational Technical",0,11,"1","9","12","08600000","2509310","Pathfinder Regional Vocational Technical","1","9","12"
"08150000","2503310","Cape Cod Regional Vocational Technical",0,11,"1","9","12","08290000","2511060","South Middlesex Regional Vocational Technical","1","9","12"
"08150000","2503310","Cape Cod Regional Vocational Technical",0,11,"1","9","12","08730000","2510930","South Shore Regional Vocational Technical","1","9","12"
"08150000","2503310","Cape Cod Regional Vocational Technical",0,11,"1","9","12","08790000","2511800","Upper Cape Cod Regional Vocational Technical","1","9","12"
"08150000","2503310","Cape Cod Regional Vocational Technical",0,11,"1","9","12","08850000","2512950","Whittier Regional Vocational Technical","1","9","12"
"00510000","2503330","Carlisle",1,11,"1","PK","8","00510000","2503330","Carlisle","1","PK","8"
"00510000","2503330","Carlisle",0,11,"1","PK","8","04470000","2500030","Benjamin Franklin Classical Charter Public (District)","1","KG","8"
"00510000","2503330","Carlisle",0,11,"1","PK","8","00630000","2503720","Clarksburg","1","PK","8"
"00510000","2503330","Carlisle",0,11,"1","PK","8","01090000","2505340","Gosnold","1","UG","UG"
"00510000","2503330","Carlisle",0,11,"1","PK","8","04550000","2500083","Hill View Montessori Charter Public (District)","1","KG","8"
"00510000","2503330","Carlisle",0,11,"1","PK","8","04500000","2500031","Hilltown Cooperative Charter Public (District)","1","KG","8"
"00510000","2503330","Carlisle",0,11,"1","PK","8","04640000","2500034","Marblehead Community Charter Public (District)","1","4","8"
"00510000","2503330","Carlisle",0,11,"1","PK","8","02210000","2504650","Oak Bluffs","1","PK","8"
"00510000","2503330","Carlisle",0,11,"1","PK","8","02490000","2510080","Richmond","1","PK","8"
"00510000","2503330","Carlisle",0,11,"1","PK","8","04820000","2500062","River Valley Charter (District)","1","KG","8"
"00510000","2503330","Carlisle",0,11,"1","PK","8","02960000","2512570","Tisbury","1","PK","8"
"00520000","2503360","Carver",1,11,"2","PK","12","00520000","2503360","Carver","2","PK","12"
"00520000","2503360","Carver",0,11,"2","PK","12","06100000","2502040","Ashburnham-Westminster","5","PK","12"
"00520000","2503360","Carver",0,11,"2","PK","12","00240000","2502430","Belchertown","5","PK","12"
"00520000","2503360","Carver",0,11,"2","PK","12","00250000","2502460","Bellingham","6","PK","12"
"00520000","2503360","Carver",0,11,"2","PK","12","06220000","2502715","Blackstone-Millville","5","PK","12"
"00520000","2503360","Carver",0,11,"2","PK","12","00360000","2502820","Bourne","4","PK","12"
"00520000","2503360","Carver",0,11,"2","PK","12","00870000","2504500","East Longmeadow","5","PK","12"
"00520000","2503360","Carver",0,11,"2","PK","12","06600000","2504560","Nauset","2","6","12"
"00520000","2503360","Carver",0,11,"2","PK","12","07730000","2511740","Triton","5","PK","12"
"00520000","2503360","Carver",0,11,"2","PK","12","03040000","2511850","Uxbridge","4","PK","12"
"00520000","2503360","Carver",0,11,"2","PK","12","03310000","2512780","Westport","3","PK","12"
"06350000","2503390","Central Berkshire",1,11,"5","PK","12","06350000","2503390","Central Berkshire","5","PK","12"
"06350000","2503390","Central Berkshire",0,11,"5","PK","12","00360000","2502820","Bourne","4","PK","12"
"06350000","2503390","Central Berkshire",0,11,"5","PK","12","00940000","2504800","Fairhaven","4","PK","12"
"06350000","2503390","Central Berkshire",0,11,"5","PK","12","01720000","2507440","Mashpee","4","PK","12"
"06350000","2503390","Central Berkshire",0,11,"5","PK","12","07200000","2508280","Narragansett","3","PK","12"
"06350000","2503390","Central Berkshire",0,11,"5","PK","12","02260000","2509270","Oxford","4","PK","12"
"06350000","2503390","Central Berkshire",0,11,"5","PK","12","07530000","2500001","Quabbin","7","PK","12"
"06350000","2503390","Central Berkshire",0,11,"5","PK","12","07780000","2512100","Quaboag Regional","5","PK","12"
"06350000","2503390","Central Berkshire",0,11,"5","PK","12","07650000","2511040","Southern Berkshire","4","PK","12"
"06350000","2503390","Central Berkshire",0,11,"5","PK","12","02920000","2511460","Swansea","6","PK","12"
"06350000","2503390","Central Berkshire",0,11,"5","PK","12","07700000","2511490","Tantasqua","3","7","12"
"00560000","2503510","Chelmsford",1,11,"8","PK","12","00560000","2503510","Chelmsford","8","PK","12"
"00560000","2503510","Chelmsford",0,11,"8","PK","12","00100000","2501980","Arlington","11","PK","12"
"00560000","2503510","Chelmsford",0,11,"8","PK","12","06250000","2503030","Bridgewater-Raynham","8","PK","12"
"00560000","2503510","Chelmsford",0,11,"8","PK","12","00480000","2503240","Burlington","6","PK","12"
"00560000","2503510","Chelmsford",0,11,"8","PK","12","01780000","2507620","Melrose","8","PK","12"
"00560000","2503510","Chelmsford",0,11,"8","PK","12","01890000","2507980","Milton","6","PK","12"
